,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,annual_salary,economic_impact
111,34,Yes,Travel_Frequently,658,Research & Development,7,Bachelor’s Degree,Life Sciences,147,Low,Male,66,Low,Intermediate,Laboratory Technician,High,Single,6074,22887,1,Yes,24,Exceptional,Very High,0,9,3,High,9,7,0,6,72888,14869.151999999998
112,54,No,Non-Travel,142,Human Resources,26,Bachelor’s Degree,Human Resources,148,Very High,Female,30,Very High,Managerial,Manager,Very High,Single,17328,13871,2,Yes,12,Satisfactory,High,0,23,3,High,5,3,4,4,207936,43666.56
113,24,No,Travel_Rarely,1127,Research & Development,18,High School,Life Sciences,150,Medium,Male,52,High,Entry-level,Laboratory Technician,High,Married,2774,13257,0,No,12,Satisfactory,High,1,6,2,High,5,3,1,2,33288,6557.736
114,34,No,Travel_Rarely,1031,Research & Development,6,Master’s Degree,Life Sciences,151,High,Female,45,Medium,Intermediate,Research Scientist,Medium,Divorced,4505,15000,6,No,15,Satisfactory,High,1,12,3,High,1,0,0,0,54060,11028.24
115,37,No,Travel_Rarely,1189,Sales,3,Bachelor’s Degree,Life Sciences,152,High,Male,87,High,Supervisory,Sales Executive,Very High,Single,7428,14506,2,No,12,Satisfactory,Low,0,12,3,High,5,3,1,3,89136,18718.559999999998
116,34,No,Travel_Rarely,1354,Research & Development,5,Bachelor’s Degree,Medical,153,High,Female,45,Medium,Supervisory,Manager,Low,Single,11631,5615,2,No,12,Satisfactory,Very High,0,14,6,High,11,10,5,8,139572,29310.12
117,36,No,Travel_Frequently,1467,Sales,11,Associate Degree,Technical Degree,154,Medium,Female,92,High,Supervisory,Sales Executive,Very High,Married,9738,22952,0,No,14,Satisfactory,High,1,10,6,High,9,7,2,8,116856,24539.76
118,36,No,Travel_Rarely,922,Research & Development,3,Associate Degree,Life Sciences,155,Low,Female,39,High,Entry-level,Laboratory Technician,Very High,Divorced,2835,2561,5,No,22,Exceptional,Low,1,7,2,High,1,0,0,0,34020,6701.9400000000005
119,43,No,Travel_Frequently,394,Sales,26,Associate Degree,Life Sciences,158,High,Male,92,High,Managerial,Manager,Very High,Married,16959,19494,1,Yes,12,Satisfactory,Very High,2,25,3,Very High,25,12,4,12,203508,42736.68
120,30,No,Travel_Frequently,1312,Research & Development,23,Bachelor’s Degree,Life Sciences,159,Low,Male,96,Low,Entry-level,Research Scientist,High,Divorced,2613,22310,1,No,25,Exceptional,High,3,10,2,Medium,10,7,0,9,31356,6177.1320000000005
121,33,No,Non-Travel,750,Sales,22,Associate Degree,Marketing,160,High,Male,95,High,Intermediate,Sales Executive,Medium,Married,6146,15480,0,No,13,Satisfactory,Low,1,8,2,Very High,7,7,0,7,73752,15045.408
122,56,Yes,Travel_Rarely,441,Research & Development,14,Master’s Degree,Life Sciences,161,Medium,Female,72,High,Entry-level,Research Scientist,Medium,Married,4963,4510,9,Yes,18,Satisfactory,Low,3,7,2,High,5,4,4,3,59556,12149.423999999999
123,51,No,Travel_Rarely,684,Research & Development,6,Bachelor’s Degree,Life Sciences,162,Low,Male,51,High,Executive,Research Director,High,Single,19537,6462,7,No,13,Satisfactory,High,0,23,5,High,20,18,15,15,234444,49233.24
124,31,Yes,Travel_Rarely,249,Sales,6,Master’s Degree,Life Sciences,163,Medium,Male,76,Low,Intermediate,Sales Executive,High,Married,6172,20739,4,Yes,18,Satisfactory,Medium,0,12,3,Medium,7,7,7,7,74064,15109.055999999999
125,26,No,Travel_Rarely,841,Research & Development,6,Bachelor’s Degree,Other,164,High,Female,46,Medium,Entry-level,Research Scientist,Medium,Married,2368,23300,1,No,19,Satisfactory,High,0,5,3,Medium,5,4,4,3,28416,4574.976000000001
126,58,Yes,Travel_Rarely,147,Research & Development,23,Master’s Degree,Medical,165,Very High,Female,94,High,Supervisory,Healthcare Representative,Very High,Married,10312,3465,1,No,12,Satisfactory,Very High,1,40,3,Medium,40,10,15,6,123744,25986.239999999998
127,19,Yes,Travel_Rarely,528,Sales,22,High School,Marketing,167,Very High,Male,50,High,Entry-level,Sales Representative,High,Single,1675,26820,1,Yes,19,Satisfactory,Very High,0,0,2,Medium,0,0,0,0,20100,3236.1
128,22,No,Travel_Rarely,594,Research & Development,2,High School,Technical Degree,169,High,Male,100,High,Entry-level,Laboratory Technician,Very High,Married,2523,19299,0,No,14,Satisfactory,High,1,3,2,High,2,1,2,1,30276,5964.372
129,49,No,Travel_Rarely,470,Research & Development,20,Master’s Degree,Medical,170,High,Female,96,High,Intermediate,Manufacturing Director,Low,Married,6567,5549,1,No,14,Satisfactory,High,0,16,2,Medium,15,11,5,11,78804,16548.84
130,43,No,Travel_Frequently,957,Research & Development,28,Bachelor’s Degree,Medical,171,Medium,Female,72,Very High,Entry-level,Research Scientist,High,Single,4739,16090,4,No,12,Satisfactory,Very High,0,18,2,High,3,2,1,2,56868,11601.072
131,50,No,Travel_Frequently,809,Sales,12,Bachelor’s Degree,Marketing,174,High,Female,77,High,Supervisory,Sales Executive,Very High,Single,9208,6645,4,No,11,Satisfactory,Very High,0,16,3,High,2,2,2,1,110496,23204.16
132,31,Yes,Travel_Rarely,542,Sales,20,Bachelor’s Degree,Life Sciences,175,Medium,Female,71,Low,Intermediate,Sales Executive,High,Married,4559,24788,3,Yes,11,Satisfactory,High,1,4,2,High,2,2,2,2,54708,11160.431999999999
133,41,No,Travel_Rarely,802,Sales,9,High School,Life Sciences,176,High,Male,96,High,Supervisory,Sales Executive,High,Divorced,8189,21196,3,Yes,13,Satisfactory,High,1,12,2,High,9,7,0,7,98268,20636.28
134,26,No,Travel_Rarely,1355,Human Resources,25,High School,Life Sciences,177,High,Female,61,High,Entry-level,Human Resources,High,Married,2942,8916,1,No,23,Exceptional,Very High,1,8,3,High,8,7,5,7,35304,6954.888
135,36,No,Travel_Rarely,216,Research & Development,6,Associate Degree,Medical,178,Medium,Male,84,High,Intermediate,Manufacturing Director,Medium,Divorced,4941,2819,6,No,20,Exceptional,Very High,2,7,0,High,3,2,0,1,59292,12095.568
136,51,Yes,Travel_Frequently,1150,Research & Development,8,Master’s Degree,Life Sciences,179,Low,Male,53,Low,Supervisory,Manufacturing Director,Very High,Single,10650,25150,2,No,15,Satisfactory,Very High,0,18,2,High,4,2,0,3,127800,26838.0
137,39,No,Travel_Rarely,1329,Sales,4,Master’s Degree,Life Sciences,182,Very High,Female,47,Medium,Intermediate,Sales Executive,High,Married,5902,14590,4,No,14,Satisfactory,High,1,17,1,Very High,15,11,5,9,70824,14448.096
138,25,No,Travel_Rarely,959,Sales,28,Bachelor’s Degree,Life Sciences,183,Low,Male,41,Medium,Intermediate,Sales Executive,High,Married,8639,24835,2,No,18,Satisfactory,Very High,0,6,3,High,2,2,2,2,103668,21770.28
139,30,No,Travel_Rarely,1240,Human Resources,9,Bachelor’s Degree,Human Resources,184,High,Male,48,High,Intermediate,Human Resources,Very High,Married,6347,13982,0,Yes,19,Satisfactory,Very High,0,12,2,Low,11,9,4,7,76164,15994.439999999999
140,32,Yes,Travel_Rarely,1033,Research & Development,9,Bachelor’s Degree,Medical,190,Low,Female,41,High,Entry-level,Laboratory Technician,Low,Single,4200,10224,7,No,22,Exceptional,Low,0,10,2,Very High,5,4,0,4,50400,10281.599999999999
141,45,No,Travel_Rarely,1316,Research & Development,29,Bachelor’s Degree,Medical,192,High,Male,83,High,Entry-level,Research Scientist,Very High,Single,3452,9752,5,No,13,Satisfactory,Medium,0,9,2,Medium,6,5,0,3,41424,8160.528
142,38,No,Travel_Rarely,364,Research & Development,3,Doctorate,Technical Degree,193,Very High,Female,32,High,Intermediate,Research Scientist,High,Single,4317,2302,3,Yes,20,Exceptional,Medium,0,19,2,High,3,2,2,2,51804,10568.016
143,30,No,Travel_Rarely,438,Research & Development,18,Bachelor’s Degree,Life Sciences,194,Low,Female,75,High,Entry-level,Research Scientist,High,Single,2632,23910,1,No,14,Satisfactory,High,0,5,4,Medium,5,4,0,4,31584,6222.048000000001
144,32,No,Travel_Frequently,689,Sales,9,Associate Degree,Medical,195,Very High,Male,35,Low,Intermediate,Sales Executive,Very High,Divorced,4668,22812,0,No,17,Satisfactory,Very High,3,9,2,Very High,8,7,0,7,56016,11427.264
145,30,No,Travel_Rarely,201,Research & Development,5,Bachelor’s Degree,Technical Degree,197,Very High,Female,84,High,Entry-level,Research Scientist,Low,Divorced,3204,10415,5,No,14,Satisfactory,Very High,1,8,3,High,3,2,2,2,38448,7574.256
146,30,No,Travel_Rarely,1427,Research & Development,2,High School,Medical,198,Medium,Male,35,Medium,Entry-level,Laboratory Technician,Very High,Single,2720,11162,0,No,13,Satisfactory,Very High,0,6,3,High,5,3,1,2,32640,6430.08
147,41,No,Travel_Frequently,857,Research & Development,10,Bachelor’s Degree,Life Sciences,199,Very High,Male,91,Medium,Managerial,Manager,Low,Divorced,17181,12888,4,No,13,Satisfactory,Medium,1,21,2,Medium,7,6,7,7,206172,43296.119999999995
148,41,No,Travel_Rarely,933,Research & Development,9,Master’s Degree,Life Sciences,200,High,Male,94,High,Entry-level,Laboratory Technician,Low,Married,2238,6961,2,No,21,Exceptional,Very High,1,7,2,High,5,0,1,4,26856,4323.816
149,19,No,Travel_Rarely,1181,Research & Development,3,High School,Medical,201,Medium,Female,79,High,Entry-level,Laboratory Technician,Medium,Single,1483,16102,1,No,14,Satisfactory,Very High,0,1,3,High,1,0,0,0,17796,2865.156
150,40,No,Travel_Frequently,1395,Research & Development,26,Bachelor’s Degree,Medical,202,Medium,Female,54,High,Intermediate,Research Scientist,Medium,Divorced,5605,8504,1,No,11,Satisfactory,Low,1,20,2,High,20,7,2,13,67260,13721.039999999999
151,35,No,Travel_Rarely,662,Sales,1,Doctorate,Marketing,204,High,Male,94,High,Supervisory,Sales Executive,Medium,Married,7295,11439,1,No,13,Satisfactory,Low,2,10,3,High,10,8,0,6,87540,18383.399999999998
152,53,No,Travel_Rarely,1436,Sales,6,Associate Degree,Marketing,205,Medium,Male,34,High,Intermediate,Sales Representative,High,Married,2306,16047,2,Yes,20,Exceptional,Very High,1,13,3,Low,7,7,4,5,27672,4455.192
153,45,No,Travel_Rarely,194,Research & Development,9,Bachelor’s Degree,Life Sciences,206,Medium,Male,60,High,Intermediate,Laboratory Technician,Medium,Divorced,2348,10901,8,No,18,Satisfactory,High,1,20,2,Low,17,9,0,15,28176,4536.336
154,32,No,Travel_Frequently,967,Sales,8,Bachelor’s Degree,Marketing,207,Medium,Female,43,High,Supervisory,Sales Executive,Very High,Single,8998,15589,1,No,14,Satisfactory,Very High,0,9,2,High,9,8,3,7,107976,22674.96
155,29,No,Non-Travel,1496,Research & Development,1,High School,Technical Degree,208,Very High,Male,41,High,Intermediate,Manufacturing Director,High,Married,4319,26283,1,No,13,Satisfactory,Low,1,10,1,High,10,7,0,9,51828,10572.911999999998
156,51,No,Travel_Rarely,1169,Research & Development,7,Master’s Degree,Medical,211,Medium,Male,34,Medium,Intermediate,Manufacturing Director,High,Married,6132,13983,2,No,17,Satisfactory,High,0,10,2,High,1,0,0,0,73584,15011.135999999999
157,58,No,Travel_Rarely,1145,Research & Development,9,Bachelor’s Degree,Medical,214,Medium,Female,75,Medium,Entry-level,Research Scientist,Medium,Married,3346,11873,4,Yes,20,Exceptional,Medium,1,9,3,Medium,1,0,0,0,40152,7909.944
158,40,No,Travel_Rarely,630,Sales,4,Master’s Degree,Marketing,215,High,Male,67,Medium,Supervisory,Sales Executive,Very High,Married,10855,8552,7,No,11,Satisfactory,Low,1,15,2,Medium,12,11,2,11,130260,27354.6
159,34,No,Travel_Frequently,303,Sales,2,Master’s Degree,Marketing,216,High,Female,75,High,Entry-level,Sales Representative,High,Married,2231,11314,6,No,18,Satisfactory,Very High,1,6,3,High,4,3,1,2,26772,4310.292
160,22,No,Travel_Rarely,1256,Research & Development,19,High School,Medical,217,High,Male,80,High,Entry-level,Research Scientist,Very High,Married,2323,11992,1,No,24,Exceptional,Low,2,2,6,High,2,2,2,2,27876,4488.036
161,27,No,Non-Travel,691,Research & Development,9,Bachelor’s Degree,Medical,218,Very High,Male,57,High,Entry-level,Research Scientist,Medium,Divorced,2024,5970,6,No,18,Satisfactory,Very High,1,6,1,Low,2,2,2,2,24288,3910.368
162,28,No,Travel_Rarely,440,Research & Development,21,Bachelor’s Degree,Medical,221,High,Male,42,High,Entry-level,Research Scientist,Very High,Married,2713,6672,1,No,11,Satisfactory,High,1,5,2,Low,5,2,0,2,32556,6413.532
163,57,No,Travel_Rarely,334,Research & Development,24,Associate Degree,Life Sciences,223,High,Male,83,Very High,Supervisory,Healthcare Representative,Very High,Divorced,9439,23402,3,Yes,16,Satisfactory,Medium,1,12,2,Low,5,3,1,4,113268,23786.28
164,27,No,Non-Travel,1450,Research & Development,3,Bachelor’s Degree,Medical,224,High,Male,79,Medium,Entry-level,Research Scientist,High,Divorced,2566,25326,1,Yes,15,Satisfactory,Very High,1,1,2,Medium,1,1,0,1,30792,6066.024
165,50,No,Travel_Rarely,1452,Research & Development,11,Bachelor’s Degree,Life Sciences,226,High,Female,53,High,Executive,Manager,Medium,Single,19926,17053,3,No,15,Satisfactory,Medium,0,21,5,High,5,4,4,4,239112,50213.52
166,41,No,Travel_Rarely,465,Research & Development,14,Bachelor’s Degree,Life Sciences,227,Low,Male,56,High,Entry-level,Research Scientist,High,Divorced,2451,4609,4,No,12,Satisfactory,Low,1,13,2,High,9,8,1,8,29412,4735.332
167,30,No,Travel_Rarely,1339,Sales,5,Bachelor’s Degree,Life Sciences,228,Medium,Female,41,High,Supervisory,Sales Executive,Very High,Married,9419,8053,2,No,12,Satisfactory,High,1,12,2,High,10,9,7,4,113028,23735.879999999997
168,38,No,Travel_Rarely,702,Sales,1,Master’s Degree,Life Sciences,230,Low,Female,59,Medium,Intermediate,Sales Executive,Very High,Single,8686,12930,4,No,22,Exceptional,High,0,12,2,Very High,8,3,0,7,104232,21888.719999999998
169,32,No,Travel_Rarely,120,Research & Development,6,Doctorate,Life Sciences,231,High,Male,43,High,Entry-level,Research Scientist,High,Single,3038,12430,3,No,20,Exceptional,Low,0,8,2,High,5,4,1,4,36456,7181.832
170,27,No,Travel_Rarely,1157,Research & Development,17,Bachelor’s Degree,Technical Degree,233,High,Male,51,High,Entry-level,Research Scientist,Medium,Married,3058,13364,0,Yes,16,Satisfactory,Very High,1,6,3,Medium,5,2,1,1,36696,7229.112
171,19,Yes,Travel_Frequently,602,Sales,1,High School,Technical Degree,235,High,Female,100,Low,Entry-level,Sales Representative,Low,Single,2325,20989,0,No,21,Exceptional,Low,0,1,5,Very High,0,0,0,0,27900,4491.900000000001
172,36,No,Travel_Frequently,1480,Research & Development,3,Associate Degree,Medical,238,Very High,Male,30,High,Entry-level,Laboratory Technician,Medium,Single,2088,15062,4,No,12,Satisfactory,High,0,13,3,Medium,8,7,7,2,25056,4034.016
173,30,No,Non-Travel,111,Research & Development,9,Bachelor’s Degree,Medical,239,High,Male,66,High,Intermediate,Laboratory Technician,Low,Divorced,3072,11012,1,No,11,Satisfactory,High,2,12,4,High,12,9,6,10,36864,7262.2080000000005
174,45,No,Travel_Rarely,1268,Sales,4,Associate Degree,Life Sciences,240,High,Female,30,High,Intermediate,Sales Executive,Low,Divorced,5006,6319,4,Yes,11,Satisfactory,Low,1,9,3,Very High,5,4,0,3,60072,12254.688
175,56,No,Travel_Rarely,713,Research & Development,8,Bachelor’s Degree,Life Sciences,241,High,Female,67,High,Entry-level,Research Scientist,Low,Divorced,4257,13939,4,Yes,18,Satisfactory,High,1,19,3,High,2,2,2,2,51084,10421.135999999999
176,33,No,Travel_Rarely,134,Research & Development,2,Bachelor’s Degree,Life Sciences,242,High,Male,90,High,Entry-level,Research Scientist,Very High,Single,2500,10515,0,No,14,Satisfactory,Low,0,4,2,Very High,3,1,0,2,30000,4830.0
177,19,Yes,Travel_Rarely,303,Research & Development,2,Bachelor’s Degree,Life Sciences,243,Medium,Male,47,Medium,Entry-level,Laboratory Technician,Very High,Single,1102,9241,1,No,22,Exceptional,High,0,1,3,Medium,1,0,1,0,13224,2129.064
178,46,No,Travel_Rarely,526,Sales,1,Associate Degree,Marketing,244,Medium,Female,92,High,Supervisory,Sales Executive,Low,Divorced,10453,2137,1,No,25,Exceptional,High,3,24,2,High,24,13,15,7,125436,26341.559999999998
179,38,No,Travel_Rarely,1380,Research & Development,9,Associate Degree,Life Sciences,245,High,Female,75,High,Entry-level,Laboratory Technician,Very High,Single,2288,6319,1,No,12,Satisfactory,High,0,2,3,High,2,2,2,1,27456,4420.416
180,31,No,Travel_Rarely,140,Research & Development,12,High School,Medical,246,High,Female,95,High,Entry-level,Research Scientist,Very High,Married,3929,6984,8,Yes,23,Exceptional,High,1,7,0,High,4,2,0,2,47148,9288.156
181,34,No,Travel_Rarely,629,Research & Development,27,Associate Degree,Medical,247,Very High,Female,95,High,Entry-level,Research Scientist,Medium,Single,2311,5711,2,No,15,Satisfactory,Very High,0,9,3,High,3,2,1,2,27732,4464.852
182,41,Yes,Travel_Rarely,1356,Sales,20,Associate Degree,Marketing,248,Medium,Female,70,High,Entry-level,Sales Representative,Medium,Single,3140,21728,1,Yes,22,Exceptional,Very High,0,4,5,Medium,4,3,0,2,37680,7422.96
183,50,No,Travel_Rarely,328,Research & Development,1,Bachelor’s Degree,Medical,249,High,Male,86,Medium,Entry-level,Laboratory Technician,High,Married,3690,3425,2,No,15,Satisfactory,Very High,1,5,2,Medium,3,2,0,2,44280,8723.16
184,53,No,Travel_Rarely,1084,Research & Development,13,Associate Degree,Medical,250,Very High,Female,57,Very High,Intermediate,Manufacturing Director,Low,Divorced,4450,26250,1,No,11,Satisfactory,High,2,5,3,High,4,2,1,3,53400,10893.599999999999
185,33,No,Travel_Rarely,931,Research & Development,14,Bachelor’s Degree,Medical,252,Very High,Female,72,High,Entry-level,Research Scientist,Medium,Married,2756,4673,1,No,13,Satisfactory,Very High,1,8,5,High,8,7,1,6,33072,6515.184
186,40,No,Travel_Rarely,989,Research & Development,4,High School,Medical,253,Very High,Female,46,High,Executive,Manager,High,Married,19033,6499,1,No,14,Satisfactory,Medium,1,21,2,High,20,8,9,9,228396,47963.159999999996
187,55,No,Travel_Rarely,692,Research & Development,14,Master’s Degree,Medical,254,High,Male,61,Very High,Executive,Research Director,Medium,Single,18722,13339,8,No,11,Satisfactory,Very High,0,36,3,High,24,15,2,15,224664,47179.439999999995
188,34,No,Travel_Frequently,1069,Research & Development,2,High School,Life Sciences,256,Very High,Male,45,Medium,Intermediate,Manufacturing Director,High,Married,9547,14074,1,No,17,Satisfactory,High,0,10,2,Medium,10,9,1,9,114564,24058.44
189,51,No,Travel_Rarely,313,Research & Development,3,Bachelor’s Degree,Medical,258,Very High,Female,98,High,Managerial,Healthcare Representative,Medium,Single,13734,7192,3,No,18,Satisfactory,High,0,21,6,High,7,7,1,0,164808,34609.68
190,52,No,Travel_Rarely,699,Research & Development,1,Master’s Degree,Life Sciences,259,High,Male,65,Medium,Executive,Manager,High,Married,19999,5678,0,No,14,Satisfactory,Low,1,34,5,High,33,18,11,9,239988,50397.479999999996
191,27,No,Travel_Rarely,894,Research & Development,9,Bachelor’s Degree,Medical,260,Very High,Female,99,High,Entry-level,Research Scientist,Medium,Single,2279,11781,1,No,16,Satisfactory,Very High,0,7,2,Medium,7,7,0,3,27348,4403.028
192,35,Yes,Travel_Rarely,556,Research & Development,23,Associate Degree,Life Sciences,261,Medium,Male,50,Medium,Intermediate,Manufacturing Director,High,Married,5916,15497,3,Yes,13,Satisfactory,Low,0,8,1,High,1,0,0,1,70992,14482.367999999999
193,43,No,Non-Travel,1344,Research & Development,7,Bachelor’s Degree,Medical,262,Very High,Male,37,Very High,Entry-level,Research Scientist,Very High,Divorced,2089,5228,4,No,14,Satisfactory,Very High,3,7,3,Very High,5,4,2,2,25068,4035.9480000000003
194,45,No,Non-Travel,1195,Research & Development,2,Associate Degree,Medical,264,Low,Male,65,Medium,Managerial,Manager,Very High,Married,16792,20462,9,No,23,Exceptional,Very High,1,22,1,High,20,8,11,8,201504,42315.84
195,37,No,Travel_Rarely,290,Research & Development,21,Bachelor’s Degree,Life Sciences,267,Medium,Male,65,Very High,Entry-level,Research Scientist,Low,Married,3564,22977,1,Yes,12,Satisfactory,Low,1,8,3,Medium,8,7,1,7,42768,8425.296
196,35,No,Travel_Frequently,138,Research & Development,2,Bachelor’s Degree,Medical,269,Medium,Female,37,High,Intermediate,Laboratory Technician,Medium,Single,4425,15986,5,No,11,Satisfactory,Very High,0,10,5,High,6,2,1,2,53100,10832.4
